date,zone,cas
5/13/2020,Kinshasa,3
5/13/2020,Bandalungwa,2
5/13/2020,Barumbu,
5/13/2020,N'sele,
5/13/2020,Selembao,
5/13/2020,Bumbu,
5/13/2020,Ngiri-Ngiri,2
5/13/2020,Mont-Ngafula 1,1
5/13/2020,Mont-Ngafula 2,
5/13/2020,Kalamu 2,1
5/13/2020,Masina 1,
5/13/2020,Kikimi,
5/13/2020,Maluku 1,
5/13/2020,N'djili,
5/13/2020,Makala,1
5/13/2020,Ngaba,1
5/13/2020,Masina 2,
5/13/2020,Kisenso,
5/13/2020,Kimbanseke,2
5/13/2020,Zone indeterminée,17
5/13/2020,Police,
5/13/2020,Goma,
5/13/2020,Beni,
5/13/2020,Butembo,
5/13/2020,Ibanda,
5/13/2020,Kadutu,
5/13/2020,Nyankunde,
5/13/2020,Bunia,
5/13/2020,Idiofa,
5/13/2020,Kenya,
5/13/2020,Tshamilemba,
5/13/2020,Kasumbalesa,
5/13/2020,Matadi,
5/13/2020,Nzanza,
5/13/2020,Mvuzi,
5/14/2020,Gombe,2
5/14/2020,Binza Ozone,
5/14/2020,Limete,6
5/14/2020,Kokolo (Ndolo),11
5/14/2020,Binza Méteo,
5/14/2020,Lemba,3
5/14/2020,Kalamu 1,1
5/14/2020,Lingwala,5
5/14/2020,Kintambo,1
5/14/2020,Matete,1
5/14/2020,Kingabwa,
5/14/2020,Kasa-vubu,2
5/14/2020,Kinshasa,1
5/14/2020,Bandalungwa,1
5/14/2020,Barumbu,
5/14/2020,N'sele,2
5/14/2020,Selembao,
5/14/2020,Bumbu,
5/14/2020,Ngiri-Ngiri,1
5/14/2020,Mont-Ngafula 1,1
5/14/2020,Mont-Ngafula 2,
5/14/2020,Kalamu 2,
5/14/2020,Masina 1,3
5/14/2020,Kikimi,
5/14/2020,Maluku 1,
5/14/2020,N'djili,
5/14/2020,Makala,1
5/14/2020,Ngaba,1
5/14/2020,Masina 2,
5/14/2020,Kisenso,
5/14/2020,Kimbanseke,2
5/14/2020,Zone indeterminée,11
5/14/2020,Police,
5/14/2020,Goma,
5/14/2020,Beni,
5/14/2020,Butembo,
5/14/2020,Ibanda,
5/14/2020,Kadutu,
5/14/2020,Nyankunde,
5/14/2020,Bunia,
5/14/2020,Idiofa,
5/14/2020,Kenya,
5/14/2020,Tshamilemba,
5/14/2020,Kasumbalesa,
5/14/2020,Matadi,
5/14/2020,Nzanza,
5/14/2020,Mvuzi,
5/15/2020,Gombe,7
5/15/2020,Binza Ozone,5
5/15/2020,Limete,5
5/15/2020,Kokolo (Ndolo),2
5/15/2020,Binza Méteo,2
5/15/2020,Lemba,7
5/15/2020,Kalamu 1,2
5/15/2020,Lingwala,
5/15/2020,Kintambo,1
5/15/2020,Matete,
5/15/2020,Kingabwa,2
5/15/2020,Kasa-vubu,
5/15/2020,Kinshasa,2
5/15/2020,Bandalungwa,4
5/15/2020,Barumbu,
5/15/2020,N'sele,
5/15/2020,Selembao,
5/15/2020,Bumbu,
5/15/2020,Ngiri-Ngiri,
5/15/2020,Mont-Ngafula 1,2
5/15/2020,Mont-Ngafula 2,
5/15/2020,Kalamu 2,
5/15/2020,Masina 1,
5/15/2020,Kikimi,
5/15/2020,Maluku 1,
5/15/2020,N'djili,10
5/15/2020,Makala,
5/15/2020,Ngaba,1
5/15/2020,Masina 2,
5/15/2020,Kisenso,
5/15/2020,Kimbanseke,1
5/15/2020,Zone indeterminée,12
5/15/2020,Police,6
5/15/2020,Goma,
5/15/2020,Beni,
5/15/2020,Butembo,
5/15/2020,Ibanda,
5/15/2020,Kadutu,
5/15/2020,Nyankunde,
5/15/2020,Bunia,
5/15/2020,Idiofa,
5/15/2020,Kenya,
5/15/2020,Tshamilemba,
5/15/2020,Kasumbalesa,
5/15/2020,Matadi,
5/15/2020,Nzanza,
5/15/2020,Mvuzi,
5/16/2020,Gombe,7
5/16/2020,Binza Ozone,13
5/16/2020,Limete,2
5/16/2020,Kokolo (Ndolo),13
5/16/2020,Binza Méteo,3
5/16/2020,Lemba,3
5/16/2020,Kalamu 1,1
5/16/2020,Lingwala,2
5/16/2020,Kintambo,1
5/16/2020,Matete,2
5/16/2020,Kingabwa,
5/16/2020,Kasa-vubu,
5/16/2020,Kinshasa,1
5/16/2020,Bandalungwa,1
5/16/2020,Barumbu,1
5/16/2020,N'sele,
5/16/2020,Selembao,
5/16/2020,Bumbu,
5/16/2020,Ngiri-Ngiri,
5/16/2020,Mont-Ngafula 1,
5/16/2020,Mont-Ngafula 2,
5/16/2020,Kalamu 2,
5/16/2020,Masina 1,
5/16/2020,Kikimi,
5/16/2020,Maluku 1,
5/16/2020,N'djili,1
5/16/2020,Makala,
5/16/2020,Ngaba,2
5/16/2020,Masina 2,
5/16/2020,Kisenso,1
5/16/2020,Kimbanseke,2
5/16/2020,Zone indeterminée,
5/16/2020,Police,
5/16/2020,Biyela,2
5/16/2020,Goma,3
5/16/2020,Beni,1
5/16/2020,Butembo,1
5/16/2020,Karisimbi,3
5/16/2020,Himbi,1
5/16/2020,Ibanda,
5/16/2020,Kadutu,
5/16/2020,Nyankunde,
5/16/2020,Bunia,
5/16/2020,Idiofa,
5/16/2020,Kenya,
5/16/2020,Tshamilemba,
5/16/2020,Kasumbalesa,
5/16/2020,Lubumbashi,1
5/16/2020,Matadi,7
5/16/2020,Nzanza,8
5/16/2020,Mvuzi,
5/16/2020,Boma,1
5/16/2020,Lukula,1
5/17/2020,Gombe,2
5/17/2020,Binza Ozone,8
5/17/2020,Limete,17
5/17/2020,Kokolo (Ndolo),1
5/17/2020,Binza Méteo,3
5/17/2020,Lemba,8
5/17/2020,Kalamu 1,1
5/17/2020,Lingwala,5
5/17/2020,Kintambo,2
5/17/2020,Matete,2
5/17/2020,Kingabwa,
5/17/2020,Kasa-vubu,
5/17/2020,Kinshasa,3
5/17/2020,Bandalungwa,
5/17/2020,Barumbu,2
5/17/2020,N'sele,
5/17/2020,Selembao,2
5/17/2020,Bumbu,
5/17/2020,Ngiri-Ngiri,
5/17/2020,Mont-Ngafula 1,2
5/17/2020,Mont-Ngafula 2,
5/17/2020,Kalamu 2,
5/17/2020,Masina 1,
5/17/2020,Kikimi,2
5/17/2020,Maluku 1,
5/17/2020,N'djili,
5/17/2020,Makala,1
5/17/2020,Ngaba,1
5/17/2020,Masina 2,
5/17/2020,Kisenso,1
5/17/2020,Kimbanseke,1
5/17/2020,Zone indeterminée,2
5/17/2020,Police,
5/17/2020,Biyela,
5/17/2020,Goma,3
5/17/2020,Beni,
5/17/2020,Butembo,
5/17/2020,Karisimbi,3
5/17/2020,Himbi,1
5/17/2020,Ibanda,
5/17/2020,Kadutu,
5/17/2020,Nyankunde,
5/17/2020,Bunia,
5/17/2020,Idiofa,
5/17/2020,Kenya,
5/17/2020,Tshamilemba,
5/17/2020,Kasumbalesa,
5/17/2020,Lubumbashi,
5/17/2020,Matadi,10
5/17/2020,Nzanza,
5/17/2020,Mvuzi,
5/17/2020,Boma,
5/17/2020,Lukula,
5/18/2020,Gombe,21
5/18/2020,Binza Ozone,11
5/18/2020,Limete,20
5/18/2020,Kokolo (Ndolo),1
5/18/2020,Binza Méteo,5
5/18/2020,Lemba,5
5/18/2020,Kalamu 1,
5/18/2020,Lingwala,1
5/18/2020,Kintambo,5
5/18/2020,Matete,2
5/18/2020,Kingabwa,
5/18/2020,Kasa-vubu,1
5/18/2020,Kinshasa,4
5/18/2020,Bandalungwa,4
5/18/2020,Barumbu,
5/18/2020,N'sele,1
5/18/2020,Selembao,
5/18/2020,Bumbu,
5/18/2020,Ngiri-Ngiri,
5/18/2020,Mont-Ngafula 1,2
5/18/2020,Mont-Ngafula 2,
5/18/2020,Kalamu 2,1
5/18/2020,Masina 1,1
5/18/2020,Kikimi,
5/18/2020,Maluku 1,
5/18/2020,N'djili,
5/18/2020,Makala,
5/18/2020,Ngaba,1
5/18/2020,Masina 2,
5/18/2020,Kisenso,
5/18/2020,Kimbanseke,
5/18/2020,Zone indeterminée,3
5/18/2020,Police,
5/18/2020,Biyela,
5/18/2020,Goma,
5/18/2020,Beni,
5/18/2020,Butembo,
5/18/2020,Karisimbi,
5/18/2020,Himbi,
5/18/2020,Ibanda,
5/18/2020,Kadutu,
5/18/2020,Nyankunde,
5/18/2020,Bunia,
5/18/2020,Idiofa,
5/18/2020,Kenya,
5/18/2020,Tshamilemba,
5/18/2020,Kasumbalesa,
5/18/2020,Lubumbashi,2
5/18/2020,Matadi,
5/18/2020,Nzanza,
5/18/2020,Mvuzi,
5/18/2020,Boma,
5/18/2020,Lukula,
5/19/2020,Gombe,5
5/19/2020,Binza Ozone,8
5/19/2020,Limete,22
5/19/2020,Kokolo (Ndolo),2
5/19/2020,Binza Méteo,7
5/19/2020,Lemba,4
5/19/2020,Kalamu 1,
5/19/2020,Lingwala,5
5/19/2020,Kintambo,
5/19/2020,Matete,1
5/19/2020,Kingabwa,1
5/19/2020,Kasa-vubu,3
5/19/2020,Kinshasa,1
5/19/2020,Bandalungwa,
5/19/2020,Barumbu,
5/19/2020,N'sele,
5/19/2020,Selembao,1
5/19/2020,Bumbu,
5/19/2020,Ngiri-Ngiri,
5/19/2020,Mont-Ngafula 1,1
5/19/2020,Mont-Ngafula 2,
5/19/2020,Kalamu 2,
5/19/2020,Masina 1,
5/19/2020,Kikimi,
5/19/2020,Maluku 1,
5/19/2020,N'djili,
5/19/2020,Makala,
5/19/2020,Ngaba,1
5/19/2020,Masina 2,
5/19/2020,Kisenso,
5/19/2020,Kimbanseke,2
5/19/2020,Zone indeterminée,14
5/19/2020,Police,5
5/19/2020,Biyela,
5/19/2020,Goma,
5/19/2020,Beni,
5/19/2020,Butembo,
5/19/2020,Karisimbi,
5/19/2020,Himbi,
5/19/2020,Ibanda,
5/19/2020,Kadutu,
5/19/2020,Nyankunde,
5/19/2020,Bunia,
5/19/2020,Idiofa,
5/19/2020,Kenya,
5/19/2020,Tshamilemba,
5/19/2020,Kasumbalesa,
5/19/2020,Lubumbashi,
5/19/2020,Matadi,12
5/19/2020,Nzanza,7
5/19/2020,Mvuzi,
5/19/2020,Boma,
5/19/2020,Lukula,
5/20/2020,Gombe,13
5/20/2020,Binza Ozone,
5/20/2020,Limete,15
5/20/2020,Kokolo (Ndolo),2
5/20/2020,Binza Méteo,5
5/20/2020,Lemba,22
5/20/2020,Kalamu 1,
5/20/2020,Lingwala,4
5/20/2020,Kintambo,1
5/20/2020,Matete,
5/20/2020,Kingabwa,
5/20/2020,Kasa-vubu,
5/20/2020,Kinshasa,1
5/20/2020,Bandalungwa,2
5/20/2020,Barumbu,4
5/20/2020,N'sele,
5/20/2020,Selembao,
5/20/2020,Bumbu,1
5/20/2020,Ngiri-Ngiri,
5/20/2020,Mont-Ngafula 1,3
5/20/2020,Mont-Ngafula 2,
5/20/2020,Kalamu 2,
5/20/2020,Masina 1,
5/20/2020,Kikimi,
5/20/2020,Maluku 1,
5/20/2020,N'djili,1
5/20/2020,Makala,1
5/20/2020,Ngaba,
5/20/2020,Masina 2,
5/20/2020,Kisenso,
5/20/2020,Kimbanseke,
5/20/2020,Zone indeterminée,15
5/20/2020,Police,7
5/20/2020,Biyela,
5/20/2020,Goma,
5/20/2020,Beni,
5/20/2020,Butembo,
5/20/2020,Karisimbi,
5/20/2020,Himbi,
5/20/2020,Ibanda,
5/20/2020,Kadutu,
5/20/2020,Nyankunde,
5/20/2020,Bunia,
5/20/2020,Idiofa,
5/20/2020,Kenya,
5/20/2020,Tshamilemba,
5/20/2020,Kasumbalesa,
5/20/2020,Lubumbashi,
5/20/2020,Matadi,4
5/20/2020,Nzanza,3
5/20/2020,Mvuzi,
5/20/2020,Boma,
5/20/2020,Lukula,
5/21/2020,Gombe,12
5/21/2020,Binza Ozone,15
5/21/2020,Limete,16
5/21/2020,Kokolo (Ndolo),2
5/21/2020,Binza Méteo,9
5/21/2020,Lemba,13
5/21/2020,Kalamu 1,2
5/21/2020,Lingwala,2
5/21/2020,Kintambo,2
5/21/2020,Matete,4
5/21/2020,Kingabwa,1
5/21/2020,Kasa-vubu,5
5/21/2020,Kinshasa,2
5/21/2020,Bandalungwa,2
5/21/2020,Barumbu,1
5/21/2020,N'sele,
5/21/2020,Selembao,2
5/21/2020,Bumbu,1
5/21/2020,Ngiri-Ngiri,
5/21/2020,Mont-Ngafula 1,1
5/21/2020,Mont-Ngafula 2,
5/21/2020,Kalamu 2,4
5/21/2020,Masina 1,1
5/21/2020,Kikimi,
5/21/2020,Maluku 1,
5/21/2020,N'djili,
5/21/2020,Makala,1
5/21/2020,Ngaba,5
5/21/2020,Masina 2,
5/21/2020,Kisenso,
5/21/2020,Kimbanseke,
5/21/2020,Zone indeterminée,2
5/21/2020,Police,2
5/21/2020,Biyela,1
5/21/2020,Goma,
5/21/2020,Beni,
5/21/2020,Butembo,
5/21/2020,Karisimbi,
5/21/2020,Himbi,
5/21/2020,Ibanda,
5/21/2020,Kadutu,
5/21/2020,Nyankunde,
5/21/2020,Bunia,
5/21/2020,Idiofa,
5/21/2020,Kenya,
5/21/2020,Tshamilemba,
5/21/2020,Kasumbalesa,
5/21/2020,Lubumbashi,
5/21/2020,Matadi,2
5/21/2020,Nzanza,
5/21/2020,Mvuzi,
5/21/2020,Boma,
5/21/2020,Lukula,
5/22/2020,Gombe,6
5/22/2020,Binza Ozone,1
5/22/2020,Limete,12
5/22/2020,Kokolo (Ndolo),
5/22/2020,Binza Méteo,3
5/22/2020,Lemba,3
5/22/2020,Kalamu 1,1
5/22/2020,Lingwala,5
5/22/2020,Kintambo,6
5/22/2020,Matete,
5/22/2020,Kingabwa,
5/22/2020,Kasa-vubu,1
5/22/2020,Kinshasa,3
5/22/2020,Bandalungwa,4
5/22/2020,Barumbu,
5/22/2020,N'sele,
5/22/2020,Selembao,4
5/22/2020,Bumbu,2
5/22/2020,Ngiri-Ngiri,
5/22/2020,Mont-Ngafula 1,2
5/22/2020,Mont-Ngafula 2,1
5/22/2020,Kalamu 2,
5/22/2020,Masina 1,
5/22/2020,Kikimi,
5/22/2020,Maluku 1,1
5/22/2020,N'djili,
5/22/2020,Makala,
5/22/2020,Ngaba,3
5/22/2020,Masina 2,
5/22/2020,Kisenso,
5/22/2020,Kimbanseke,
5/22/2020,Zone indeterminée,20
5/22/2020,Police,2
5/22/2020,Biyela,
5/22/2020,Goma,
5/22/2020,Beni,
5/22/2020,Butembo,
5/22/2020,Karisimbi,
5/22/2020,Himbi,
5/22/2020,Ibanda,
5/22/2020,Kadutu,
5/22/2020,Nyankunde,
5/22/2020,Bunia,
5/22/2020,Idiofa,
5/22/2020,Kenya,
5/22/2020,Tshamilemba,
5/22/2020,Kasumbalesa,
5/22/2020,Lubumbashi,
5/22/2020,Matadi,
5/22/2020,Nzanza,
5/22/2020,Mvuzi,
5/22/2020,Boma,
5/22/2020,Lukula,
5/23/2020,Gombe,12
5/23/2020,Binza Ozone,4
5/23/2020,Limete,14
5/23/2020,Kokolo (Ndolo),1
5/23/2020,Binza Méteo,
5/23/2020,Lemba,13
5/23/2020,Kalamu 1,1
5/23/2020,Lingwala,5
5/23/2020,Kintambo,7
5/23/2020,Matete,3
5/23/2020,Kingabwa,1
5/23/2020,Kasa-vubu,1
5/23/2020,Kinshasa,4
5/23/2020,Bandalungwa,3
5/23/2020,Barumbu,1
5/23/2020,N'sele,1
5/23/2020,Selembao,1
5/23/2020,Bumbu,2
5/23/2020,Ngiri-Ngiri,2
5/23/2020,Mont-Ngafula 1,8
5/23/2020,Mont-Ngafula 2,
5/23/2020,Kalamu 2,2
5/23/2020,Masina 1,2
5/23/2020,Kikimi,2
5/23/2020,Maluku 1,
5/23/2020,N'djili,3
5/23/2020,Makala,
5/23/2020,Ngaba,2
5/23/2020,Masina 2,2
5/23/2020,Kisenso,
5/23/2020,Kimbanseke,
5/23/2020,Zone indeterminée,11
5/23/2020,Police,4
5/23/2020,Biyela,
5/23/2020,Goma,
5/23/2020,Beni,
5/23/2020,Butembo,
5/23/2020,Karisimbi,
5/23/2020,Himbi,
5/23/2020,Ibanda,
5/23/2020,Kadutu,
5/23/2020,Nyankunde,
5/23/2020,Bunia,
5/23/2020,Idiofa,
5/23/2020,Kenya,3
5/23/2020,Tshamilemba,1
5/23/2020,Kasumbalesa,
5/23/2020,Lubumbashi,
5/23/2020,Matadi,
5/23/2020,Nzanza,
5/23/2020,Mvuzi,
5/23/2020,Boma,
5/23/2020,Lukula,
5/24/2020,Gombe,12
5/24/2020,Binza Ozone,3
5/24/2020,Limete,7
5/24/2020,Kokolo (Ndolo),41
5/24/2020,Binza Méteo,2
5/24/2020,Lemba,6
5/24/2020,Kalamu 1,
5/24/2020,Lingwala,5
5/24/2020,Kintambo,2
5/24/2020,Matete,
5/24/2020,Kingabwa,3
5/24/2020,Kasa-vubu,4
5/24/2020,Kinshasa,
5/24/2020,Bandalungwa,2
5/24/2020,Barumbu,
5/24/2020,N'sele,
5/24/2020,Selembao,2
5/24/2020,Bumbu,1
5/24/2020,Ngiri-Ngiri,
5/24/2020,Mont-Ngafula 1,4
5/24/2020,Mont-Ngafula 2,6
5/24/2020,Kalamu 2,2
5/24/2020,Masina 1,1
5/24/2020,Kikimi,
5/24/2020,Maluku 1,
5/24/2020,N'djili,
5/24/2020,Makala,
5/24/2020,Ngaba,
5/24/2020,Masina 2,
5/24/2020,Kisenso,
5/24/2020,Kimbanseke,1
5/24/2020,Zone indeterminée,5
5/24/2020,Police,4
5/24/2020,Biyela,1
5/24/2020,Kingasani,1
5/24/2020,Goma,
5/24/2020,Beni,
5/24/2020,Butembo,
5/24/2020,Karisimbi,
5/24/2020,Himbi,
5/24/2020,Ibanda,
5/24/2020,Kadutu,
5/24/2020,Nyankunde,
5/24/2020,Bunia,
5/24/2020,Idiofa,
5/24/2020,Kenya,
5/24/2020,Tshamilemba,
5/24/2020,Kasumbalesa,
5/24/2020,Lubumbashi,
5/24/2020,Matadi,30
5/24/2020,Nzanza,7
5/24/2020,Mvuzi,
5/24/2020,Boma,2
5/24/2020,Lukula,
5/24/2020,Mbanza Ngungu,2
5/25/2020,Gombe,8
5/25/2020,Binza Ozone,5
5/25/2020,Limete,14
5/25/2020,Kokolo (Ndolo),3
5/25/2020,Binza Méteo,7
5/25/2020,Lemba,6
5/25/2020,Kalamu 1,3
5/25/2020,Lingwala,12
5/25/2020,Kintambo,2
5/25/2020,Matete,3
5/25/2020,Kingabwa,
5/25/2020,Kasa-vubu,10
5/25/2020,Kinshasa,1
5/25/2020,Bandalungwa,3
5/25/2020,Barumbu,2
5/25/2020,N'sele,
5/25/2020,Selembao,
5/25/2020,Bumbu,
5/25/2020,Ngiri-Ngiri,
5/25/2020,Mont-Ngafula 1,6
5/25/2020,Mont-Ngafula 2,
5/25/2020,Kalamu 2,2
5/25/2020,Masina 1,1
5/25/2020,Kikimi,
5/25/2020,Maluku 1,
5/25/2020,N'djili,
5/25/2020,Makala,1
5/25/2020,Ngaba,1
5/25/2020,Masina 2,
5/25/2020,Kisenso,
5/25/2020,Kimbanseke,2
5/25/2020,Zone indeterminée,
5/25/2020,Police,
5/25/2020,Biyela,
5/25/2020,Kingasani,
5/25/2020,Goma,
5/25/2020,Beni,
5/25/2020,Butembo,
5/25/2020,Karisimbi,
5/25/2020,Himbi,
5/25/2020,Ibanda,
5/25/2020,Kadutu,
5/25/2020,Nyankunde,
5/25/2020,Bunia,
5/25/2020,Idiofa,
5/25/2020,Kenya,
5/25/2020,Tshamilemba,
5/25/2020,Kasumbalesa,
5/25/2020,Lubumbashi,
5/25/2020,Matadi,12
5/25/2020,Nzanza,2
5/25/2020,Mvuzi,
5/25/2020,Boma,
5/25/2020,Lukula,
5/25/2020,Mbanza Ngungu,
5/26/2020,Gombe,10
5/26/2020,Binza Ozone,16
5/26/2020,Limete,7
5/26/2020,Kokolo (Ndolo),30
5/26/2020,Binza Méteo,2
5/26/2020,Lemba,3
5/26/2020,Kalamu 1,
5/26/2020,Lingwala,1
5/26/2020,Kintambo,1
5/26/2020,Matete,
5/26/2020,Kingabwa,
5/26/2020,Kasa-vubu,1
5/26/2020,Kinshasa,
5/26/2020,Bandalungwa,2
5/26/2020,Barumbu,1
5/26/2020,N'sele,2
5/26/2020,Selembao,
5/26/2020,Bumbu,
5/26/2020,Ngiri-Ngiri,
5/26/2020,Mont-Ngafula 1,1
5/26/2020,Mont-Ngafula 2,
5/26/2020,Kalamu 2,2
5/26/2020,Masina 1,3
5/26/2020,Kikimi,
5/26/2020,Maluku 1,3
5/26/2020,N'djili,8
5/26/2020,Makala,
5/26/2020,Ngaba,
5/26/2020,Masina 2,
5/26/2020,Kisenso,
5/26/2020,Kimbanseke,
5/26/2020,Zone indeterminée,2
5/26/2020,Police,
5/26/2020,Biyela,
5/26/2020,Kingasani,
5/26/2020,Goma,7
5/26/2020,Beni,
5/26/2020,Butembo,
5/26/2020,Karisimbi,7
5/26/2020,Himbi,
5/26/2020,Nyirangongo,2
5/26/2020,Rutshuru,1
5/26/2020,Kasindi,3
5/26/2020,Ibanda,12
5/26/2020,Kadutu,
5/26/2020,Nyankunde,
5/26/2020,Bunia,
5/26/2020,Idiofa,
5/26/2020,Bonga Yasa,1
5/26/2020,Kenya,2
5/26/2020,Tshamilemba,
5/26/2020,Kasumbalesa,
5/26/2020,Lubumbashi,1
5/26/2020,Kampamba,1
5/26/2020,Matadi,8
5/26/2020,Nzanza,3
5/26/2020,Mvuzi,
5/26/2020,Boma,
5/26/2020,Lukula,
5/26/2020,Mbanza Ngungu,
5/27/2020,Gombe,21
5/27/2020,Binza Ozone,8
5/27/2020,Limete,13
5/27/2020,Kokolo (Ndolo),20
5/27/2020,Binza Méteo,6
5/27/2020,Lemba,7
5/27/2020,Kalamu 1,
5/27/2020,Lingwala,3
5/27/2020,Kintambo,1
5/27/2020,Matete,4
5/27/2020,Kingabwa,1
5/27/2020,Kasa-vubu,1
5/27/2020,Kinshasa,
5/27/2020,Bandalungwa,2
5/27/2020,Barumbu,
5/27/2020,N'sele,
5/27/2020,Selembao,
5/27/2020,Bumbu,
5/27/2020,Ngiri-Ngiri,1
5/27/2020,Mont-Ngafula 1,1
5/27/2020,Mont-Ngafula 2,
5/27/2020,Kalamu 2,1
5/27/2020,Masina 1,
5/27/2020,Kikimi,
5/27/2020,Maluku 1,
5/27/2020,N'djili,1
5/27/2020,Makala,
5/27/2020,Ngaba,
5/27/2020,Masina 2,
5/27/2020,Kisenso,
5/27/2020,Kimbanseke,2
5/27/2020,Zone indeterminée,8
5/27/2020,Police,
5/27/2020,Biyela,
5/27/2020,Kingasani,
5/27/2020,Goma,
5/27/2020,Beni,
5/27/2020,Butembo,
5/27/2020,Karisimbi,
5/27/2020,Himbi,
5/27/2020,Nyirangongo,
5/27/2020,Rutshuru,
5/27/2020,Kasindi,
5/27/2020,Ibanda,
5/27/2020,Kadutu,
5/27/2020,Nyankunde,
5/27/2020,Bunia,
5/27/2020,Idiofa,
5/27/2020,Bonga Yasa,
5/27/2020,Kenya,
5/27/2020,Tshamilemba,
5/27/2020,Kasumbalesa,
5/27/2020,Lubumbashi,
5/27/2020,Kampamba,
5/27/2020,Matadi,8
5/27/2020,Nzanza,5
5/27/2020,Mvuzi,
5/27/2020,Boma,
5/27/2020,Lukula,
5/27/2020,Mbanza Ngungu,
5/28/2020,Gombe,24
5/28/2020,Binza Ozone,8
5/28/2020,Limete,24
5/28/2020,Kokolo (Ndolo),6
5/28/2020,Binza Méteo,3
5/28/2020,Lemba,19
5/28/2020,Kalamu 1,
5/28/2020,Lingwala,
5/28/2020,Kintambo,4
5/28/2020,Matete,6
5/28/2020,Kingabwa,7
5/28/2020,Kasa-vubu,7
5/28/2020,Kinshasa,2
5/28/2020,Bandalungwa,3
5/28/2020,Barumbu,1
5/28/2020,N'sele,2
5/28/2020,Selembao,7
5/28/2020,Bumbu,2
5/28/2020,Ngiri-Ngiri,
5/28/2020,Mont-Ngafula 1,3
5/28/2020,Mont-Ngafula 2,1
5/28/2020,Kalamu 2,2
5/28/2020,Masina 1,3
5/28/2020,Kikimi,
5/28/2020,Maluku 1,
5/28/2020,N'djili,6
5/28/2020,Makala,2
5/28/2020,Ngaba,3
5/28/2020,Masina 2,1
5/28/2020,Kisenso,
5/28/2020,Kimbanseke,5
5/28/2020,Zone indeterminée,2
5/28/2020,Goma,3
5/28/2020,Beni,
5/28/2020,Butembo,
5/28/2020,Ibanda,10
5/28/2020,Nyankunde,
5/28/2020,Bunia,
5/28/2020,Kadutu,2
5/28/2020,Idiofa,
5/28/2020,Karisimbi,4
5/28/2020,Nyirangongo,1
5/28/2020,Kenya,
5/28/2020,Tshamilemba,
5/28/2020,Kasumbalesa,
5/28/2020,Matadi,
5/28/2020,Nzanza,
5/29/2020,Gombe,12
5/29/2020,Binza Ozone,
5/29/2020,Limete,17
